1	1	100
1	2	20
1	3	63
1	4	15
1	5	61
1	6	57
1	7	49
1	8	94
1	9	8
1	11	49
1	12	55
1	13	92
1	14	46
1	15	43
1	16	61
1	17	71
1	18	16
1	19	99
1	20	18
1	21	8
1	22	11
1	23	92
1	24	29
1	25	14
1	26	4
1	27	27
1	28	65
1	29	60
1	30	4
1	31	56
1	32	61
1	33	23
1	34	6
1	35	91
1	36	47
1	37	21
1	38	66
1	39	49
1	40	84
1	41	99
1	42	68
1	43	15
1	44	79
1	45	97
1	46	3
1	47	78
1	48	77
1	49	37
1	50	79
1	51	43
1	52	69
1	53	4
1	54	54
1	55	23
1	56	23
1	57	6
1	58	64
1	59	15
1	60	17
1	61	23
1	62	89
1	63	99
1	64	45
1	65	94
1	66	49
1	67	84
1	68	72
1	69	67
1	70	11
1	71	62
1	72	1
1	73	35
1	74	74
1	75	42
1	76	75
1	77	3
1	78	51
1	79	48
1	80	18
1	81	26
1	82	58
1	83	51
1	84	60
1	85	59
1	86	44
1	87	81
1	88	22
1	89	67
1	90	75
1	91	46
1	92	93
1	93	95
1	94	80
1	95	11
1	96	68
1	97	18
1	98	95
1	99	61
1	100	32
1	101	65
1	102	89
1	103	16
1	104	51
1	105	53
1	106	15
1	107	23
1	108	21
1	109	90
1	110	45
1	111	30
1	112	14
1	113	42
1	114	50
1	115	61
1	116	75
1	117	10
1	118	19
1	119	41
1	120	53
1	121	52
1	122	66
1	123	24
1	124	36
1	125	95
1	126	18
1	127	67
1	128	58
1	129	78
1	130	71
1	131	68
1	132	58
1	133	1
1	134	58
1	135	55
1	136	74
1	137	49
1	138	80
1	139	87
1	140	38
1	141	99
1	142	2
1	143	22
1	144	29
1	145	89
1	146	67
1	147	93
1	148	14
1	149	100
1	150	69
1	151	88
1	152	51
1	153	95
1	154	46
1	155	68
1	156	41
1	157	32
1	158	5
1	159	18
1	160	12
1	161	50
1	162	39
1	163	73
1	164	51
1	165	9
1	166	9
1	167	33
1	168	31
1	169	33
1	170	94
1	171	71
1	172	17
1	173	67
1	174	18
1	175	56
1	176	89
1	177	9
1	178	15
1	179	19
1	180	2
1	181	37
1	182	98
1	183	93
1	184	28
1	185	11
1	186	58
1	187	92
1	188	26
1	189	29
1	190	85
1	191	50
1	192	95
1	193	6
1	194	56
1	195	64
1	196	75
1	197	93
1	198	61
1	199	89
1	200	14
1	201	22
1	202	35
1	203	96
1	204	25
1	205	96
1	206	61
1	207	42
1	208	69
1	209	9
1	210	82
1	211	91
1	212	68
1	213	75
1	214	10
1	215	59
1	216	80
1	217	92
1	218	37
1	219	13
1	220	100
1	221	75
1	222	57
1	223	85
1	224	14
1	225	84
1	226	89
1	227	42
1	228	22
1	229	27
1	230	55
1	231	14
1	232	76
1	233	20
1	234	23
1	236	58
1	237	16
1	238	64
1	239	86
1	240	48
1	241	4
1	242	96
1	243	14
1	244	26
1	245	78
1	246	90
1	247	74
1	248	16
1	249	75
1	250	45
1	251	67
1	252	5
1	253	99
1	254	89
1	255	26
1	256	16
1	257	52
1	258	62
1	259	18
1	260	92
1	261	91
1	262	13
1	263	84
1	264	61
1	265	43
1	266	21
1	267	44
1	268	59
1	269	24
1	270	56
1	271	99
1	272	28
1	273	46
1	274	18
1	275	53
1	276	45
1	277	72
1	278	10
1	279	71
1	280	36
1	281	58
1	282	50
1	283	26
1	284	51
1	285	77
1	286	24
1	287	26
1	288	47
1	289	29
1	290	13
1	291	74
1	292	4
1	293	100
1	294	44
1	295	80
1	296	37
1	297	67
1	298	6
1	299	23
1	300	9
1	301	58
1	302	98
1	303	76
1	304	82
1	305	54
1	306	85
1	307	44
1	308	46
1	309	31
1	310	67
1	311	72
1	312	46
1	313	3
1	314	20
1	315	4
1	316	54
1	317	91
1	318	19
1	319	100
1	320	71
1	321	56
1	322	63
1	323	86
1	324	62
1	325	8
1	326	98
1	327	93
1	328	19
1	329	67
1	330	70
1	331	41
1	332	33
1	333	31
1	334	40
1	335	100
1	336	31
1	337	68
1	338	47
1	339	62
1	340	36
1	341	17
1	342	101
1	343	57
1	344	76
1	345	7
1	346	57
1	347	49
1	348	90
1	349	57
1	350	27
1	351	29
1	352	77
1	353	28
1	354	78
1	355	77
1	356	24
1	357	76
1	358	100
1	359	4
1	360	78
1	361	32
1	362	69
1	363	98
1	364	95
1	365	11
1	366	4
1	367	28
1	368	72
1	369	24
1	370	23
1	371	38
1	372	86
1	373	65
1	374	27
1	375	47
1	376	83
1	377	95
1	378	85
1	379	33
1	380	54
1	381	70
1	382	82
1	383	46
1	384	9
1	385	98
1	386	55
1	387	20
1	388	98
1	389	69
1	390	91
1	391	18
1	392	19
1	393	24
1	394	83
1	395	22
1	396	81
1	397	93
1	398	49
1	399	21
1	400	76
2	1	73
2	2	55
2	3	42
2	4	98
2	5	29
2	7	54
2	8	29
2	9	90
2	10	51
2	11	79
2	12	82
2	13	64
2	14	33
2	15	93
2	16	33
2	17	71
2	18	80
2	19	70
2	20	88
2	21	42
2	22	93
2	24	53
2	25	38
2	26	51
2	27	67
2	28	25
2	29	51
2	30	56
2	31	54
2	32	92
2	33	14
2	34	86
2	35	41
2	36	5
2	37	95
2	38	69
2	39	71
2	40	25
2	41	77
2	42	24
2	43	21
2	44	97
2	45	53
2	46	35
2	47	32
2	48	36
2	49	54
2	50	17
2	51	48
2	52	56
2	53	3
2	54	46
2	55	63
2	56	99
2	57	17
2	58	79
2	59	11
2	60	36
2	61	59
2	62	38
2	63	32
2	64	91
2	65	47
2	66	76
2	67	59
2	68	28
2	69	6
2	70	54
2	71	88
2	72	98
2	73	29
2	74	7
2	75	62
2	76	64
2	77	34
2	78	97
2	79	1
2	80	99
2	81	14
2	82	55
2	83	62
2	84	23
2	85	13
2	86	36
2	87	67
2	88	60
2	89	18
2	90	100
2	91	85
2	92	35
2	94	5
2	95	82
2	96	27
2	97	74
2	98	100
2	99	37
2	100	87
2	101	9
2	102	85
2	103	99
2	104	9
2	105	69
2	106	62
2	107	5
2	108	24
2	109	84
2	110	66
2	111	52
2	112	95
2	113	41
2	114	11
2	115	73
2	116	60
2	117	13
2	118	101
2	119	14
2	120	56
2	121	17
2	123	52
2	124	25
2	125	58
2	126	38
2	127	31
2	128	60
2	129	26
2	130	18
2	131	57
2	132	9
2	133	2
2	134	100
2	135	70
2	136	82
2	137	12
2	138	20
2	139	77
2	140	15
2	141	80
2	142	29
2	143	42
2	144	80
2	145	43
2	146	29
2	147	57
2	148	49
2	149	7
2	150	94
2	151	89
2	152	58
2	153	77
2	154	21
2	155	101
2	157	66
2	158	101
2	159	73
2	160	58
2	161	24
2	163	97
2	164	55
2	165	11
2	166	77
2	167	15
2	168	101
2	169	101
2	170	52
2	171	82
2	172	94
2	173	70
2	174	63
2	175	29
2	176	40
2	177	51
2	178	34
2	179	15
2	180	60
2	181	37
2	182	15
2	183	22
2	184	10
2	185	77
2	186	47
2	187	62
2	188	75
2	189	100
2	190	62
2	191	38
2	192	60
2	193	89
2	194	57
2	195	48
2	196	97
2	197	29
2	198	42
2	199	28
2	200	15
2	201	76
2	202	83
2	203	89
2	204	1
2	205	19
2	206	14
2	207	7
2	208	67
2	209	86
2	210	84
2	211	33
2	212	2
2	213	79
2	214	6
2	216	51
2	217	8
2	218	78
2	219	92
2	220	45
2	221	78
2	222	75
2	223	5
2	224	84
2	225	31
2	226	18
2	227	4
2	228	10
2	229	100
2	230	83
2	231	96
2	232	91
2	233	15
2	234	72
2	235	72
2	236	101
2	237	2
2	238	63
2	239	90
2	240	76
2	241	47
2	242	76
2	243	10
2	244	34
2	245	89
2	246	38
2	247	43
2	248	99
2	249	41
2	250	98
2	251	86
2	252	67
2	253	23
2	254	40
2	255	30
2	256	80
2	257	36
2	258	31
2	259	4
2	260	60
2	261	51
2	262	52
2	263	81
2	264	34
2	265	91
2	266	81
2	267	68
2	268	10
2	269	13
2	270	19
2	271	39
2	272	87
2	273	68
2	274	39
2	275	15
2	276	31
2	277	93
2	278	34
2	279	64
2	280	35
2	281	56
2	282	95
2	283	24
2	284	82
2	285	41
2	286	27
2	287	1
2	288	78
2	289	94
2	290	93
2	291	31
2	292	91
2	293	20
2	294	46
2	295	87
2	296	45
2	297	41
2	298	95
2	299	51
2	300	86
2	301	37
2	302	4
2	303	72
2	304	2
2	305	34
2	306	19
2	307	36
2	308	43
2	309	75
2	310	78
2	311	41
2	312	21
2	313	80
2	314	20
2	315	85
2	316	19
2	317	2
2	318	33
2	319	45
2	320	79
2	321	3
2	323	85
2	324	67
2	325	98
2	326	31
2	327	51
