1	1	97
1	2	65
1	3	21
1	4	14
1	5	45
1	6	92
1	7	63
1	8	65
1	9	69
1	10	95
1	11	33
1	12	86
1	13	71
1	14	83
1	15	41
1	16	34
1	17	56
1	18	59
1	19	54
1	20	64
1	21	101
1	22	85
1	23	94
1	24	60
1	25	80
1	26	31
1	27	89
1	28	93
1	29	55
1	30	89
1	31	10
1	32	33
1	33	8
1	34	32
1	35	21
1	36	47
1	37	33
1	38	4
1	39	65
1	40	59
1	41	34
1	42	94
1	43	56
1	44	25
1	45	41
1	46	20
1	47	54
1	48	82
1	49	63
1	50	16
1	51	44
1	52	66
1	53	53
1	54	13
1	55	64
1	56	53
1	57	34
1	58	74
1	59	49
1	60	58
2	1	65
2	2	54
2	3	53
2	4	81
2	5	65
2	6	55
2	7	82
2	8	72
2	9	16
2	11	49
2	12	61
2	13	72
2	14	4
2	15	6
2	16	28
2	17	29
2	18	26
2	19	92
2	20	9
2	21	4
2	22	80
2	23	11
2	24	91
2	25	88
2	26	35
2	27	57
2	28	64
2	29	94
2	30	29
2	31	42
2	32	9
2	33	11
2	34	10
2	35	48
2	36	18
2	37	32
2	38	62
2	39	29
2	40	72
2	41	42
2	42	30
2	43	65
2	44	37
2	45	21
2	46	94
2	47	76
2	48	48
2	49	3
2	50	62
2	51	15
2	52	3
2	53	74
2	54	63
2	55	85
2	56	13
2	57	83
2	58	92
2	59	63
2	60	89
3	1	11
3	2	81
3	3	38
3	4	31
3	5	55
3	6	65
3	7	53
3	8	63
3	9	6
3	10	87
3	11	56
3	12	17
3	13	67
3	14	64
3	15	55
3	16	54
3	17	42
3	18	97
3	19	29
3	20	6
3	21	23
3	22	57
3	23	2
3	24	72
3	25	61
3	26	56
3	27	16
3	28	24
3	29	90
3	30	20
3	31	97
3	32	35
3	33	36
3	34	45
3	35	42
3	36	99
3	37	74
3	38	73
3	39	4
3	40	35
3	41	36
3	42	82
3	43	92
3	45	70
3	46	90
3	47	34
3	48	49
3	49	27
3	50	97
3	51	99
3	52	23
3	53	39
3	54	9
3	55	43
3	56	31
3	57	69
3	58	70
3	59	30
3	60	66
4	1	59
4	2	76
4	3	101
4	4	16
4	5	1
4	6	66
4	7	14
4	8	27
4	9	99
4	10	73
4	11	19
4	12	58
4	13	1
4	14	100
4	15	30
4	16	101
4	17	6
4	18	67
4	19	80
4	20	73
4	21	5
4	22	93
4	23	89
4	24	11
4	25	82
4	26	10
4	27	59
4	28	53
4	29	63
4	30	40
4	31	100
4	32	2
4	33	30
4	34	64
4	35	96
4	36	67
4	37	16
4	38	16
4	39	18
4	40	39
4	41	14
4	42	18
4	43	55
4	44	100
4	45	78
4	46	33
4	47	45
4	48	80
4	49	17
4	50	83
4	51	65
4	53	20
4	54	53
4	55	26
4	56	71
4	57	40
4	58	19
4	59	19
4	60	80
5	1	29
5	2	71
5	3	43
5	4	65
5	5	33
5	6	21
5	7	92
5	8	54
5	9	36
5	10	94
5	11	95
5	12	63
5	13	61
5	14	11
5	15	72
5	16	16
5	17	18
5	18	52
5	19	5
5	20	37
5	21	59
5	22	91
5	23	92
5	24	26
5	25	17
5	26	84
5	27	93
5	28	41
5	29	98
5	30	70
5	31	16
5	32	27
5	33	98
5	34	47
5	35	88
5	36	78
5	37	61
5	38	60
5	39	27
5	40	91
5	41	91
5	42	62
5	43	43
5	44	26
5	45	16
5	47	15
5	48	19
5	49	14
5	50	49
5	51	21
5	52	16
5	53	7
5	54	84
5	55	86
5	56	27
5	57	29
5	58	63
5	59	27
5	60	13
6	1	51
6	2	83
6	3	42
6	4	90
6	5	24
6	6	80
6	7	82
6	8	97
6	9	12
6	10	46
6	11	20
6	12	94
6	13	44
6	14	93
6	15	78
6	16	20
6	17	79
6	18	41
6	19	91
6	20	44
6	21	35
6	22	67
6	23	63
6	24	38
6	25	62
6	26	2
6	27	16
6	28	76
6	29	96
6	30	70
6	31	68
6	32	12
6	33	26
6	34	52
6	35	38
6	36	93
6	37	7
6	38	101
6	39	87
6	40	56
6	41	69
6	42	77
6	43	12
6	44	63
6	45	38
6	46	45
6	47	54
6	48	46
6	49	19
6	50	92
6	51	61
6	52	60
6	53	79
6	54	38
6	55	27
6	56	41
6	57	53
6	58	9
6	59	50
6	60	61
7	1	6
7	2	38
7	3	59
7	4	94
7	5	9
7	6	6
7	7	61
7	8	84
7	9	42
7	10	73
7	11	96
7	12	71
7	13	11
7	14	30
7	15	90
7	16	98
7	17	6
7	18	80
7	19	54
7	20	47
7	21	14
7	22	14
7	23	58
7	24	70
7	25	37
7	26	3
7	27	59
7	28	77
7	29	40
7	30	90
7	31	86
7	32	24
7	33	4
7	34	59
7	35	61
7	36	97
7	37	23
7	38	8
7	39	52
7	40	1
7	41	80
7	42	63
7	43	41
7	44	100
7	45	67
7	46	26
7	47	27
7	48	100
7	49	18
7	50	57
7	51	80
7	52	70
7	53	82
7	54	17
7	55	77
7	56	61
7	57	89
7	58	71
7	59	100
7	60	53
8	1	94
8	2	14
8	3	23
8	4	14
8	5	40
8	6	56
8	7	9
8	8	11
8	9	42
8	10	87
8	11	58
8	12	13
8	13	89
8	14	58
8	15	57
8	16	21
8	17	86
8	18	91
8	19	42
8	20	95
8	21	85
8	22	16
8	23	81
8	24	27
8	25	87
8	26	10
8	27	41
8	28	53
8	29	72
8	30	44
8	31	79
8	32	29
8	33	20
8	34	87
8	35	25
8	36	65
8	37	12
